id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
763569,Romantic Studio in Perfect Location,738459,Natasha,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93509,-77.05752,Entire home/apt,99,90,16,2019-12-14,0.20,5,235
765577,Nice Room in Unfurnished Victorian House,2193637,Jordan,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93103,-77.04064,Private room,195,1,0,,,1,89
780041,Luminous top-floor apartment in central area,3273623,Martin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91792,-77.01044,Entire home/apt,80,7,12,2019-08-31,0.14,1,11
782970,1 bdrm apt in historic Mt Pleasant,3300249,Banafsheh,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93432,-77.0418,Entire home/apt,150,7,6,2019-11-01,0.08,1,336
784186,Luxury 2BR/2BA NW DC Adams Morgan ,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92748,-77.03822,Entire home/apt,249,21,17,2017-07-28,0.20,8,0
792578,Lovely Comfortable Home w/FREE PARKING,4027780,Leonard,,"River Terrace, Benning, Greenway, Dupont Park",38.88336,-76.95063,Entire home/apt,400,2,93,2019-04-21,1.10,1,365
800076,A Gem at U Street/14 Stree/Logan,3885360,Too,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91721,-77.02981,Entire home/apt,105,1,167,2020-01-19,1.97,1,336
801699,Modern Luxury Loft - Great Location!!!,4219994,Karen,,"Dupont Circle, Connecticut Avenue/K Street",38.91022,-77.04116,Entire home/apt,150,180,24,2016-02-14,0.30,1,365
808830,Cozy comfort and convenience in DC,3765717,Jane,,"Cathedral Heights, McLean Gardens, Glover Park",38.92314,-77.07672,Private room,110,1,327,2019-12-27,3.79,1,337
815516,Chez Vous Georgetown Pied à Terre,4284434,Micheline,,"Georgetown, Burleith/Hillandale",38.91203,-77.06442,Entire home/apt,80,300,12,2013-06-03,0.14,1,290
815855,People's Place 3 - Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90692,-77.02424,Entire home/apt,115,4,155,2020-02-03,1.85,3,22
818106,"Comfy, chic condo in Hill East, easy metro access",3635606,Elise,,"Union Station, Stanton Park, Kingman Park",38.89318,-76.97821,Entire home/apt,40,3,18,2019-09-01,0.52,1,0
820108,Elegant 1BR 6mins From Whitehouse,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92747,-77.03845,Entire home/apt,139,60,47,2017-08-06,0.57,8,326
825969,3 BR/2.5BA House near US Capitol,5795,Gracia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91521,-77.00099,Entire home/apt,500,2,10,2018-04-23,0.19,2,364
826087,2BR basement Apt near Union Station,5795,Gracia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91299,-77.00237,Entire home/apt,80,2,245,2020-02-03,4.09,2,81
828497,"Private floor, 2 BR/Bath, free pkg, Van Ness Metro",3825475,Sheri,,"Friendship Heights, American University Park, Tenleytown",38.94291,-77.07173,Private room,120,2,77,2019-07-22,0.92,1,150
834961,Private Room in Penthouse Loft ,3595334,Sarah & Ajene,,"Union Station, Stanton Park, Kingman Park",38.89725,-76.97125,Private room,79,1,41,2014-08-11,0.49,1,0
835992,"Private Floor of House in DC, Separate Entrance",4370632,Viva And Robert,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93005,-77.10022,Entire home/apt,60,3,15,2018-08-10,0.30,1,281
837148,Lovely Capitol Hill 1BR Apartment,4374494,Justin And Dawn,,"Capitol Hill, Lincoln Park",38.8894,-76.98866,Entire home/apt,145,2,181,2019-11-26,2.09,2,153
839320,Large Bright Studio in DC 20016,4384549,Didier,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92923,-77.10219,Private room,100,7,17,2018-10-02,0.20,1,293
841234,"Lovely room on 2nd street, nw dc",315148,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91908,-77.01404,Private room,35,28,13,2018-12-21,0.32,25,1
841260,Metro Style Living in Washington DC,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93707,-77.02366,Private room,39,5,12,2019-06-26,0.15,25,206
845033,Capitol Hill Sweet Suite,4410578,Charlotte,,"Union Station, Stanton Park, Kingman Park",38.89391,-76.99773,Entire home/apt,139,2,327,2020-02-17,3.76,1,184
851048,Elegant Dupont Circle Townhouse,1369442,Ted,,"Dupont Circle, Connecticut Avenue/K Street",38.91158,-77.05046,Entire home/apt,575,1,31,2019-10-07,0.40,3,347
852913,Inaguration Pad,1483376,Santiago,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92049,-77.03358,Entire home/apt,400,1,11,2019-05-19,0.21,1,8
854191,Near Everything Dupont Circle Home,1369442,Ted,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91258,-77.04855,Private room,185,1,73,2019-11-16,0.87,3,347
860336,Luxury Spacious Master Suite RoofDeck in Dupont,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.91009,-77.04714,Private room,99,1,399,2020-02-13,4.68,6,151
860776,Gorgeous cozy room available in the heart of Dc,315148,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91912,-77.01369,Private room,28,4,10,2020-01-05,0.26,25,269
861775,Private BR Shared Bath Sunny TH - B,3517743,Kanita,,"Douglas, Shipley Terrace",38.84873,-76.97871,Private room,65,1,19,2019-11-07,0.32,4,317
864912,ColumbiaHeights/Petworth Row Home,4539831,Donny,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92983,-77.02263,Private room,89,1,39,2019-12-15,0.46,1,162
865732,Gorgeous Inauguration Rental,57867,Summer,,"Capitol Hill, Lincoln Park",38.89149,-76.98959,Entire home/apt,2000,4,0,,,1,365
867019,"Cozy Home, Ledroit Park/Shaw Area. 6-12 mo. sublet",1762813,Josefine,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91818,-77.01883,Entire home/apt,90,180,14,2019-07-04,0.17,1,173
867117,Great Capitol Hill location --steps to the sights!,4556324,Caryn,,"Union Station, Stanton Park, Kingman Park",38.89591,-76.99803,Entire home/apt,225,3,68,2019-10-26,0.79,1,358
870948,U Street/ Dupont bright studio,4282120,Louise,,"Dupont Circle, Connecticut Avenue/K Street",38.91763,-77.0394,Entire home/apt,105,1,8,2014-08-11,0.12,1,0
873182,Spacious English Basement Apt w/ Natural Sunlight!,4608059,Joy,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9535,-76.9945,Entire home/apt,85,2,26,2019-12-01,0.63,1,89
873590,"Walk To National Mall, Museums, Baseball!",4247681,Debriana,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87491,-77.0155,Private room,92,2,3,2017-05-19,0.04,1,0
873603,"Spacious, Sunny 1 Bedroom in NW DC",1782353,Sarah,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92352,-77.03521,Entire home/apt,81,4,9,2017-07-25,0.15,1,0
874890,3-Level Townhome in DC,4618425,Seghen,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92954,-76.99874,Entire home/apt,190,7,80,2020-02-17,0.98,1,349
875697,Spacious studio near Adams Morgan,4617997,Leo,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92782,-77.03985,Entire home/apt,80,2,24,2019-07-22,0.30,1,0
882720,Entire 1 Bedroom Apartment,4671797,April,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9244,-77.03475,Entire home/apt,107,2,70,2019-08-18,1.25,1,0
883653,Green Historic Mt. Pleasant House,1541121,Asa & Andrea,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93516,-77.04503,Entire home/apt,300,3,26,2019-12-27,0.31,1,4
885473,An Artist Den on Capitol Hill!,4693091,Rodney,,"Union Station, Stanton Park, Kingman Park",38.8933,-76.99714,Entire home/apt,120,1,91,2019-12-08,1.13,1,62
886283,Tenleytown/AU Park Basement Apt.,4698675,Katy,,"Friendship Heights, American University Park, Tenleytown",38.94663,-77.09255,Entire home/apt,100,5,49,2019-12-17,0.57,1,284
887461,Cozy room right next to the petworth metro station,315148,John,,"Brightwood Park, Crestwood, Petworth",38.9384,-77.02363,Private room,39,28,10,2019-08-31,0.18,25,346
888029,PERFECT ROOM FOR INTERNS OR STUDENTS,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93656,-77.02377,Private room,35,28,10,2019-12-20,0.13,25,194
891852,"The Rock Creek Cozy, One Bedroom",116599,Sahr,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93689,-77.02062,Private room,135,2,57,2018-05-21,0.69,1,361
892183,SPECTACULAR VICTORIAN HOME IN LOGAN CIRCLE!,4280278,Sara,,"Shaw, Logan Circle",38.90698,-77.02699,Entire home/apt,500,2,163,2020-01-31,2.61,4,308
893529,Chic and in the City Room,4752493,Kristie,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91427,-77.01162,Private room,275,1,1,2013-06-15,0.01,1,365
898543,welcome to foggy bottom - on metro!,4795247,Diana,,"West End, Foggy Bottom, GWU",38.89961,-77.05293,Entire home/apt,310,2,153,2020-02-21,2.31,3,184
898544,welcome to the heart of washington,4795247,Diana,,"West End, Foggy Bottom, GWU",38.89879,-77.05287,Entire home/apt,265,2,96,2020-02-15,1.32,3,201
900225,The MONROE: 2 bdrm house BROOKLAND Arts District,3725621,Rosie & Donald,,"Brookland, Brentwood, Langdon",38.93239,-76.98784,Entire home/apt,125,4,27,2020-01-04,0.40,2,29
902573,Primo Live-In Office Near Downtown,481929,Chris,,"Shaw, Logan Circle",38.91066,-77.02191,Private room,72,5,25,2016-11-16,0.31,4,365
914968,Cozy & Private Bedroom and Bath in NE DC,504401,Shauna,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9043,-76.98946,Private room,85,3,63,2019-12-06,0.79,1,65
925318,Basement Studio,4977214,Lisa,,"Brightwood Park, Crestwood, Petworth",38.94265,-77.03353,Private room,82,1,12,2020-01-31,0.14,3,0
925327,"Modern, Sunny Studio Apt Downtown",4976910,David,,"Shaw, Logan Circle",38.90616,-77.02309,Entire home/apt,120,2,28,2019-09-28,0.33,1,213
925460, Sunny Furnished bedroom,4977214,Lisa,,"Brightwood Park, Crestwood, Petworth",38.9434,-77.03368,Private room,65,1,14,2019-07-21,0.17,3,155
945426,1BR Suite in the Heart of Things,5121445,Rose,,"Friendship Heights, American University Park, Tenleytown",38.96054,-77.08333,Private room,92,2,316,2020-02-02,3.76,3,287
953928,Furnished English Basement - D.C.,5166150,A.J.,,"Takoma, Brightwood, Manor Park",38.9654,-77.02843,Entire home/apt,50,14,5,2017-12-24,0.06,4,265
954211,Modern & Spacious Apartment with Private Roof Deck,5182419,Matthew,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92633,-77.035,Entire home/apt,200,2,50,2017-04-23,0.60,1,0
956313,Private apartment in prime location,695008,Jay And Mau,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93555,-77.02737,Entire home/apt,99,7,39,2020-02-02,0.49,2,216
957734,PERFECT DC location near everything,5209263,Mark & Patty,,"Shaw, Logan Circle",38.90879,-77.03345,Entire home/apt,129,3,213,2020-02-17,2.54,1,124
958370,Room in the heart of DC w WiFi,5214312,Leo,,"Union Station, Stanton Park, Kingman Park",38.8976,-76.99692,Private room,90,3,81,2017-11-13,0.96,1,0
980395,Dupont Circle Unit 2,505796,Sunshine,,"Dupont Circle, Connecticut Avenue/K Street",38.90923,-77.03959,Entire home/apt,110,5,62,2020-01-22,0.85,2,233
996138,Family-Friendly Home Near Everything w/Parking,4796556,Grace,,"Union Station, Stanton Park, Kingman Park",38.89271,-76.99412,Entire home/apt,225,2,87,2020-01-02,1.04,1,45
997859,Upscale DuPont Courtyard+KingBeds+Driveway Option!,1662757,Gloria,,"Dupont Circle, Connecticut Avenue/K Street",38.91315,-77.04173,Entire home/apt,350,3,64,2020-01-05,0.77,4,315
1003792,SPECTACULAR HOME CAPITOL HILL!,4280278,Sara,,"Union Station, Stanton Park, Kingman Park",38.89424,-76.98891,Entire home/apt,500,2,55,2019-10-28,1.14,4,173
1018211,"Sunny Room, Peaceful Neighborhood",509854,Elaine,,"Brightwood Park, Crestwood, Petworth",38.94755,-77.03105,Private room,30,28,23,2019-12-20,0.28,1,224
1020841,"Brightwood Basement: private entrance, LR, BR, BA",5619026,Wendy,,"Takoma, Brightwood, Manor Park",38.9654,-77.02368,Private room,25,1,32,2018-08-21,0.97,1,0
1026034,Perfect studio in VERY central DC,2070536,Joel,,"Shaw, Logan Circle",38.90902,-77.03318,Entire home/apt,120,2,305,2020-02-16,3.70,2,313
1035762,Capitol Hill Room Steps from Metro,2789299,Jennifer,,"Capitol Hill, Lincoln Park",38.8805,-76.98606,Private room,70,4,5,2019-06-07,0.09,2,0
1048410,Spacious studio w rear deck near Rock Creek Park,5771803,Anneliese,,"Brightwood Park, Crestwood, Petworth",38.95098,-77.02859,Entire home/apt,100,3,50,2017-07-16,0.84,1,89
1050419,Walk to WhiteHouse Penthouse_2Br2Ba,5778691,Corbett,,"Dupont Circle, Connecticut Avenue/K Street",38.90791,-77.03514,Entire home/apt,139,1,230,2020-02-02,4.30,7,51
1078858,Sun and Run (1800 SQFT 2/BR 2.5/BA) Row House,5934372,Seema,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91517,-77.01648,Entire home/apt,150,2,18,2018-01-02,0.25,1,0
1083336,Beautiful Renovated Rowhome in DC,5956393,Kyle,,"Brightwood Park, Crestwood, Petworth",38.94995,-77.02011,Entire home/apt,240,1,319,2020-02-08,3.97,2,219
1086168,2bd/2ba A+ Logan Circle Penthouse,5750063,Alex,,"Shaw, Logan Circle",38.90958,-77.03147,Entire home/apt,345,3,82,2019-10-11,1.05,1,0
1092713,Heart DuPont - Deluxe 1BR/1BA/Kitchen/Opt Parking,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90959,-77.04706,Entire home/apt,199,1,322,2020-02-17,3.91,6,158
1094377,"Beautiful, sunny Mt Pleasant house",2349178,Philo,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92963,-77.04086,Entire home/apt,200,300,0,,,1,242
1098825,Capitol Hill Apartment,6037826,Theresa,,"Capitol Hill, Lincoln Park",38.88854,-76.98575,Entire home/apt,125,20,67,2018-08-20,0.81,1,140
1106738,Entire home/apt in Washington,6076215,Mark,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92275,-77.04161,Entire home/apt,120,180,0,,,1,365
1109640,"Fresh, New Studio in Great Location",6090773,Rebecca,,"Capitol Hill, Lincoln Park",38.8811,-77.00123,Entire home/apt,100,2,122,2019-12-14,1.48,1,3
1112617,Skylit Studio in Adams Morgan,6105873,John,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91669,-77.04373,Entire home/apt,79,30,180,2019-12-21,3.11,1,43
1114525,"Bright, comfy & spacious Oasis 1 blk Whole FDS!",4276451,Kevin & Orlando,,"Dupont Circle, Connecticut Avenue/K Street",38.9104,-77.03463,Entire home/apt,131,2,7,2019-03-25,0.55,2,0
1126839,"Beautiful, Sunny Private Room in DC",192856,Ruzgar,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91588,-77.02539,Private room,95,4,59,2020-02-02,0.72,1,47
1135268,Beautiful apt. in historic rowhouse,334857,Brian,,"Shaw, Logan Circle",38.91118,-77.02282,Entire home/apt,125,2,25,2020-02-17,0.31,1,4
1138235,Georgetown 3BR Townhouse 2019 Remodel Patio Garage,5598784,Christian,,"Georgetown, Burleith/Hillandale",38.90286,-77.06302,Entire home/apt,299,2,17,2019-05-20,0.24,1,15
1143329,"HUGE APT., BALCONY, AMAZING VIEWS, EZ PARK!",4247671,Tikia,,"Brightwood Park, Crestwood, Petworth",38.93959,-77.03818,Entire home/apt,99,7,11,2016-05-16,0.15,1,0
1159439,Warm and Welcoming,6353432,Henrike,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91445,-77.00144,Entire home/apt,95,1,401,2019-10-27,4.89,4,42
1159884,Newly Renovated Row House,6355960,Matthew,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91832,-77.00067,Entire home/apt,225,2,1,2013-05-18,0.01,4,226
1162095,Entire home/apt in heart of Dupont!,6365765,Hillary,,"Dupont Circle, Connecticut Avenue/K Street",38.90894,-77.04471,Entire home/apt,105,7,7,2018-08-01,0.09,1,0
1169835,Private room in Washington,4977214,Lisa,,"Brightwood Park, Crestwood, Petworth",38.9434,-77.03441,Private room,60,1,138,2019-10-27,2.08,3,138
1177438,1890s Rowhouse @ Union Inn,6027536,Freddie,,"Union Station, Stanton Park, Kingman Park",38.90419,-77.0022,Entire home/apt,244,2,189,2020-02-21,2.33,2,54
1183261,Long Term Luxury: Quiet Classic Beauty,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9276,-77.03764,Entire home/apt,129,90,7,2018-01-11,0.09,8,179
1185566,"Stylish 4BR Home, Walk to Zoo and Metro",6483445,Chris,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93049,-77.044,Entire home/apt,350,3,17,2019-08-06,0.21,2,1
1187380,Great Studio ~ Perfect Location,6492604,Paula,,"Dupont Circle, Connecticut Avenue/K Street",38.90796,-77.04041,Entire home/apt,86,360,20,2015-03-08,0.25,2,173
1187496,Vita's Hideaway III,4645,Vita,,Historic Anacostia,38.86182,-76.9894,Private room,60,2,36,2019-10-26,0.53,2,359
1194661,"Serenity Retreat ~ Spacious 1BR, walk to metro!",568883,Tanya,,"North Cleveland Park, Forest Hills, Van Ness",38.94994,-77.06771,Entire home/apt,105,1,36,2018-09-09,1.13,1,0
1202878,Historic/modern! + perfect location,824423,Gino,,"Capitol Hill, Lincoln Park",38.88155,-76.99699,Entire home/apt,139,4,108,2020-01-02,1.33,2,77
1205516,02. Small furnished room in Washington,3672670,Dennis,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87164,-77.01247,Private room,68,1,274,2019-12-31,3.34,16,161
1210979,Columbia Heights Private Room!,4320365,Tom,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92919,-77.02708,Private room,80,2,14,2019-04-06,0.18,1,362
1213652,2 Beds in Private Apt near DC Convention Center,6624445,Colin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91364,-77.01402,Entire home/apt,200,3,59,2019-10-26,0.87,2,239
1225965,Part City Part Country Homestay!,6686327,Yolanda,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92987,-77.08388,Entire home/apt,125,2,15,2019-10-27,0.20,1,362
1239758,Capital Hill/H Street Gem!,6757589,Maisa,,"Union Station, Stanton Park, Kingman Park",38.8972,-76.98142,Entire home/apt,350,3,2,2014-06-07,0.03,1,0
1245292,Railroad Retirement w/Private Bath in Chevy Chase!,5448602,Maureen,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96594,-77.078,Private room,89,1,302,2020-02-16,4.54,4,299
1270729,"All Amenities, Modernized Historic Row Home Steps to Capitol",13743641,Eric,,"Union Station, Stanton Park, Kingman Park",38.89259,-76.99799,Entire home/apt,525,2,26,2020-02-19,0.37,9,0
1273717,DC House opposite park,6932915,Hester,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93461,-77.04668,Entire home/apt,165,2,12,2019-08-03,0.15,1,0
1279381,Quiet Conference Retreat: Walk to Marriott Wardman,6961905,Theresa,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92401,-77.05854,Entire home/apt,175,2,82,2018-11-19,1.07,1,119
1280092,Relax & Recharge in Petworth (5 min to Metro),5243622,Ariel,,"Brightwood Park, Crestwood, Petworth",38.94099,-77.02121,Entire home/apt,70,2,65,2020-01-17,2.71,1,231
1281015,"Private, Spacious Retreat in Awesome Location!",6970679,Kay,,"Union Station, Stanton Park, Kingman Park",38.89959,-77.00006,Entire home/apt,135,1,300,2020-02-14,3.70,1,33
1284169,"Bright, Beautiful, Steps to Metro",3393172,Roya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9277,-77.03122,Entire home/apt,110,4,208,2019-11-30,2.58,2,298
1286332,Light-filled rowhome in historic Ledroit Park,88237,Margot,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9188,-77.01541,Entire home/apt,150,5,6,2019-07-11,0.72,1,26
1290893,Luxury Cap Hill Home - Entire Floor,6847414,(Emily) Rae,,"Union Station, Stanton Park, Kingman Park",38.89732,-77.00029,Entire home/apt,350,3,29,2017-07-31,0.36,2,83
1294300,Spacious 1-bedroom apt. with off-street parking,7037040,Christopher,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93246,-77.04259,Entire home/apt,99,2,159,2020-02-09,2.03,1,39
1294389,Metro 2 Blocks - Cozy w/Amenities,7037742,Irmen Family,,"Brightwood Park, Crestwood, Petworth",38.93771,-77.02872,Entire home/apt,135,2,26,2019-12-28,0.62,1,289
1301928,"Central Apt Dupont, U St, Adams Mo",5487930,Mark,,"Dupont Circle, Connecticut Avenue/K Street",38.91726,-77.03996,Entire home/apt,120,3,40,2019-06-07,0.56,19,332
1311846,"Spacious, light-filled 1/BRM w/ basement & parking",7128900,Jenny,,"Woodridge, Fort Lincoln, Gateway",38.92691,-76.95803,Private room,69,1,2,2014-12-31,0.03,2,87
