id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2201654,Fun Mt. Pleasant Studio near Zoo!,11231930,Elizabeth,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93049,-77.04279,Entire home/apt,94,1,420,2020-02-09,6.83,1,252
2241084,Gem of a townhouse near Dupont Circle/ Georgetown,11418968,Reehana,,"Georgetown, Burleith/Hillandale",38.91031,-77.05335,Entire home/apt,180,2,90,2020-02-18,2.05,1,47
2241400,"Modern, central studio with it all!",774839,Nazgol And Jed,,"Shaw, Logan Circle",38.91124,-77.02883,Entire home/apt,105,10,61,2019-11-10,0.83,1,168
2247557,Gessford B&B-Unique Loft style B&B,8160186,"Steve, Tracy And Katch",,"Capitol Hill, Lincoln Park",38.88797,-76.98998,Private room,175,2,15,2019-06-14,0.21,1,179
2257433,Dreamy 1Bed/1.5Bath +Parking,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92575,-77.03427,Entire home/apt,149,3,38,2020-01-05,0.54,8,326
2257488,"Dream loft, quiet in the city + Parking",3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92533,-77.03463,Entire home/apt,249,2,119,2020-02-20,1.81,8,1
2259215,Dream Penthouse + Parking. Walk Everywhere!,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92615,-77.03428,Entire home/apt,196,2,145,2020-01-24,2.11,8,86
2263350,DuPont Escape,17633,Charlotte (& Anna-Regina),,"Dupont Circle, Connecticut Avenue/K Street",38.90873,-77.04414,Entire home/apt,139,2,74,2019-10-01,1.05,54,314
2268821,Economical Affordable Basement Bachelors Pad,75042,Johnnie,,"Shaw, Logan Circle",38.90625,-77.01574,Entire home/apt,65,3,36,2017-08-06,0.78,2,0
2268985,Updated rowhome with original federal charm!,7797009,Lyndsi,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91614,-77.00436,Entire home/apt,112,2,35,2020-01-20,1.86,1,12
2271727,Luxurious Convenient Gem,3596189,Chris,,"Shaw, Logan Circle",38.90621,-77.01626,Entire home/apt,99,3,50,2020-01-20,0.68,1,0
2277178,Entire Upstairs-Private Rooms-4 Blocks to Metro,11627720,Anthony,,"Union Station, Stanton Park, Kingman Park",38.89303,-76.9776,Entire home/apt,275,2,0,,,1,0
2277705,Charming Lincoln Park Apartment,11630609,Steven And Stephanie,,"Capitol Hill, Lincoln Park",38.88928,-76.98704,Entire home/apt,145,2,215,2020-02-03,2.94,1,148
2278544,Perfectly Located 1BR Apt Near Downtown + Parking,11330851,Aaron And Natalia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91147,-77.00777,Entire home/apt,99,1,159,2020-02-04,2.21,1,76
2278965,International Juggle 1 B in an ideal location!,1109162,Becky,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88079,-77.01858,Shared room,75,1,18,2020-02-01,3.40,1,345
2285431,Beautiful Sunny Bedroom Bathroom Suite w/ Balcony,743745,Louisa,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91097,-77.087,Private room,100,2,5,2019-10-22,0.14,1,322
2289912,"Spacious, private 1BR garden suite",8261484,Courtney &  Rabih,,"Brightwood Park, Crestwood, Petworth",38.94177,-77.02337,Entire home/apt,96,2,196,2020-01-26,2.74,1,88
2295809,Chic 1B in the Heart of the City,11726425,Sutton,,"Dupont Circle, Connecticut Avenue/K Street",38.91072,-77.03995,Entire home/apt,100,2,63,2020-01-03,0.92,1,51
2302031,Located in the Heart of DC,11756990,Cherie,,"Shaw, Logan Circle",38.91389,-77.01972,Private room,70,2,290,2020-02-07,4.01,2,348
2308259,Georgetown Renovated 2 b-Garden Apt,11788216,Samia,,"Georgetown, Burleith/Hillandale",38.9054,-77.06684,Entire home/apt,140,3,79,2019-07-02,1.08,1,0
2308761,Stylish Basement w/ parking at amazing location!,11771833,Luisa,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87995,-77.01926,Entire home/apt,160,2,128,2020-02-08,1.80,2,73
2318183,Columbia Heights-Noel's Place,8041566,Chris,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93287,-77.031,Entire home/apt,55,2,37,2020-02-15,0.55,1,146
2335681,Relaxing & super sunny 1 BR w/skylight & balcony,8375157,Dania,,"West End, Foggy Bottom, GWU",38.90683,-77.04895,Entire home/apt,150,10,3,2019-04-21,0.23,1,0
2340172,Delightful historic flat minutes from Capitol Hill,4073665,Sara,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86968,-76.97227,Entire home/apt,160,2,61,2020-02-17,5.94,1,86
2343987,Bedroom in Capitol Hill row-house,11970274,MichaelBNB,,"Union Station, Stanton Park, Kingman Park",38.89716,-76.99667,Private room,50,2,348,2020-02-16,4.77,1,279
2346018,Your Own Historic Row House Suite,11980555,Lea,,"West End, Foggy Bottom, GWU",38.90244,-77.0502,Entire home/apt,150,2,329,2020-01-20,4.58,6,147
2350674,Great apt in 1870's rowhouse,12003362,Adam,,"Shaw, Logan Circle",38.90842,-77.02793,Private room,85,20,116,2019-07-28,1.60,2,214
2351587,Spacious & Modern in West End,1864688,Blü Properties,,"West End, Foggy Bottom, GWU",38.90308,-77.05063,Entire home/apt,65,1,265,2020-02-09,3.71,15,43
2361802,Historic Home steps from Capitol,12062787,Shana,,"Capitol Hill, Lincoln Park",38.88494,-77.00796,Entire home/apt,175,3,261,2019-12-28,3.59,1,207
2365726,One Bedroom for Rent in Rowhouse,6355960,Matthew,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91757,-77.0011,Private room,62,2,67,2020-01-31,0.93,4,321
2367820,Historic Capitol Hill Rowhouse Apt,11403959,Keri,,"Capitol Hill, Lincoln Park",38.88382,-76.99984,Entire home/apt,160,1,322,2020-02-15,4.41,1,84
2371799,Lux 2 Bedroom near White House w/wifi,9419684,Mike,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89988,-77.03341,Entire home/apt,272,3,14,2017-02-17,0.19,12,147
2373127,1BR w/ Stunning Views of Georgetown,12123210,Nick,,"Georgetown, Burleith/Hillandale",38.90641,-77.06255,Entire home/apt,180,1,1,2015-05-18,0.02,1,0
2380536,Spacious 1BR in Capitol Hill,12161205,Terry,,"Capitol Hill, Lincoln Park",38.8819,-76.99349,Entire home/apt,130,3,99,2020-02-14,1.36,2,219
2384268,Private Bedroom - H St Corridor,12179016,Lindsay,,"Union Station, Stanton Park, Kingman Park",38.90451,-76.99477,Private room,55,1,2,2017-02-10,0.04,1,0
2399406,Private Studio -Capitol Hill/H St.,12260580,Karen,,"Union Station, Stanton Park, Kingman Park",38.89911,-76.9918,Entire home/apt,83,3,205,2020-02-09,3.69,1,22
2403657,"4 bdrm family home - Washington, DC",5005658,Tamar,,"Brightwood Park, Crestwood, Petworth",38.94245,-77.04138,Entire home/apt,200,21,0,,,1,0
2432627,Modern Furnished Studio DC Life!,12435208,Jeremy,,"Dupont Circle, Connecticut Avenue/K Street",38.91707,-77.03512,Entire home/apt,90,1,104,2019-04-09,1.44,1,0
2439661,1BD in heart of Adams Morgan,5861693,Céline,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92175,-77.04424,Entire home/apt,105,4,3,2015-09-14,0.04,1,0
2452967,Modern 2Bd/1.5 Bath U Street Home,12534752,Neha,,"Howard University, Le Droit Park, Cardozo/Shaw",38.92015,-77.02895,Entire home/apt,319,2,12,2019-05-18,0.17,1,87
2458869,Cozy English Basement in Bloomingdale DC,9599302,Evelyn,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91459,-77.01236,Entire home/apt,109,5,17,2018-12-09,0.24,1,0
2459792,Trophy Apartment in Dupont,1864688,Blü Properties,,"Dupont Circle, Connecticut Avenue/K Street",38.91208,-77.03772,Entire home/apt,55,1,294,2020-02-09,4.38,15,5
2466942,Cozy Colonial N Convenient Location,12615669,Susanne,,"Colonial Village, Shepherd Park, North Portal Estates",38.98717,-77.03565,Private room,120,3,50,2019-11-09,0.71,1,296
2467457,"Spacious, central, walkable, ideal for long stays",1000206,Seung,,"Shaw, Logan Circle",38.91173,-77.03377,Entire home/apt,100,4,48,2019-12-16,0.67,1,53
2468252,Basement apartment-great location,4690322,Erdal,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92207,-77.0298,Entire home/apt,100,3,19,2019-11-03,0.27,1,365
2476761,Street Like a Movie Set | 3 blocks to Capitol,10292686,Brian,,"Capitol Hill, Lincoln Park",38.89013,-77.00026,Entire home/apt,155,30,27,2020-02-18,0.58,23,352
2477325,Master bedroom in NW DC,11559071,Alex,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90495,-77.01367,Private room,55,1,225,2020-02-16,3.11,4,171
2477330,Cool small bedroom: most cntrl part of DC,11559071,Alex,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90417,-77.01281,Private room,110,1,219,2020-01-30,3.02,4,345
2479145,Sunny Studio in elegant area of DC,3311328,Darilla,,"Friendship Heights, American University Park, Tenleytown",38.94989,-77.09263,Entire home/apt,39,2,2,2016-08-06,0.04,1,342
2481127,Private room/bath in prime location,695008,Jay And Mau,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93521,-77.02852,Private room,80,3,89,2019-12-13,1.24,2,343
2481335,3 bedroom 2 bathroom  w/ Large Deck for RENT.,4152878,Beli,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91447,-77.00749,Entire home/apt,175,365,1,2014-03-30,0.01,1,358
2481836,Private Sunny Room in Glover Park!,5070836,Chantale,,"Cathedral Heights, McLean Gardens, Glover Park",38.91974,-77.07734,Private room,59,2,125,2020-02-21,3.04,2,164
2494325,Dupont big & cozy one bedroom,12765753,Johanan,,"Dupont Circle, Connecticut Avenue/K Street",38.91369,-77.04458,Entire home/apt,80,2,6,2015-01-04,0.09,1,0
2494782,"Townhouse in central Washington, DC",12515938,Nico,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93191,-77.02684,Entire home/apt,150,4,1,2014-08-03,0.01,1,0
2495363,Spacious 1BR near DuPont Circle ,12772400,David,,"Dupont Circle, Connecticut Avenue/K Street",38.91429,-77.03929,Entire home/apt,75,1,0,,,1,0
2500661,"Blks to metro, lively neighborhood!",12798936,Brittney,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93345,-77.03303,Private room,65,2,8,2015-08-08,0.14,1,0
2501531,"Great Downtown Location, Fun Hosts+Daily Breakfast",12804388,Laura,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92609,-77.05315,Private room,200,2,1,2016-06-26,0.02,3,0
2503630,Upscale Stay in Prime DC Location,3428321,Stuart,,"West End, Foggy Bottom, GWU",38.90657,-77.0505,Private room,85,1,1,2014-03-27,0.01,1,0
2514466,Cozy 1BD Loft Apartment,12870989,Joseph,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92943,-77.03784,Entire home/apt,90,2,14,2015-11-16,0.20,1,0
2516656,Charming Spacious DC Logan Circle Row House,9746136,Robert,,"Shaw, Logan Circle",38.91269,-77.03045,Entire home/apt,497,3,131,2019-11-30,1.82,1,315
2517969,Sports themed room next to metro,7042945,RoDeece,,"Douglas, Shipley Terrace",38.84345,-76.97697,Private room,44,2,341,2020-01-21,4.72,5,262
2523708,Night Sky room next to Metro,7042945,RoDeece,,"Douglas, Shipley Terrace",38.84222,-76.97879,Private room,99,2,88,2019-12-16,1.23,5,298
2524166,Basement Apt In Brookland Bungalow,12923983,Marco,,"Brookland, Brentwood, Langdon",38.93243,-76.98418,Entire home/apt,80,2,82,2019-12-14,1.14,1,47
2526061,"Hillcrest, Washington, DC USA",5568291,Wayne,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86232,-76.96173,Private room,39,2,33,2019-10-25,0.56,1,363
2526067,Contemporary Tree House,12934615,Ayanna,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86422,-76.96571,Private room,35,3,6,2020-01-15,0.09,2,244
2528878,Warmly furnished private bedroom w/ parking,11827226,Cynthia,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90265,-76.98185,Private room,50,28,154,2019-10-15,2.20,3,0
2538828,Chez ChEllers,11133326,Ha & Justin,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92956,-77.03984,Entire home/apt,85,1,81,2020-01-17,1.16,1,357
2544519,Spacious NoMa room close to transit,13027167,Andrew,,"Union Station, Stanton Park, Kingman Park",38.9061,-76.99838,Private room,55,3,8,2015-11-04,0.11,1,0
2547672,Cozy room in NW Washington,9354986,Jonathon,,"Takoma, Brightwood, Manor Park",38.96773,-77.02644,Private room,60,1,14,2019-07-31,0.21,5,205
2550527,Capitol Hill w/ prvte parking&yard,5255583,Anna,,"Union Station, Stanton Park, Kingman Park",38.89386,-76.98647,Entire home/apt,230,3,0,,,1,0
2551645,Glover Park Rowhouse,9482710,Patrick,,"Cathedral Heights, McLean Gardens, Glover Park",38.92092,-77.07597,Entire home/apt,400,1,11,2015-07-25,0.15,1,0
2551952,Winter rates in DC-Super Host/Apt Super Location!!,11392153,Zack,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92266,-77.04177,Entire home/apt,275,3,87,2020-01-20,1.21,1,59
2559242,The Dupont Diamond,2944360,Brynn,,"Dupont Circle, Connecticut Avenue/K Street",38.91499,-77.0388,Entire home/apt,171,1,49,2020-02-18,0.69,4,261
2560391,Secure Master King Suite,11190236,Ruben,,"Brightwood Park, Crestwood, Petworth",38.94352,-77.01318,Private room,70,2,104,2020-02-09,1.46,2,65
2564704,Newton Suite: Nice well located 1BR,3077051,Ben,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93529,-77.02484,Entire home/apt,95,2,54,2019-04-12,0.76,1,0
2584324,SouthWest Waterfront Home,13072384,Jenifer,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87525,-77.01787,Private room,200,3,26,2019-06-13,0.36,1,354
2594382,"Safe, snug, and cozy in Georgetown",6980679,Katherine,,"Georgetown, Burleith/Hillandale",38.90977,-77.05195,Entire home/apt,150,1,8,2016-04-06,0.12,1,0
2604498,"Gorgeous room on Rhodeisland ave, nw",315148,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91573,-77.00929,Private room,35,28,9,2017-09-01,0.13,25,365
2637385,2br apt-2 blocks to Capitol Building & Whole Foods,13505475,Genevieve,,"Capitol Hill, Lincoln Park",38.88498,-77.00534,Entire home/apt,285,2,166,2020-01-28,2.32,1,300
2648779,private Room/Studio in Glover park,10877765,Attilio,,"Cathedral Heights, McLean Gardens, Glover Park",38.91917,-77.08046,Private room,39,3,1,2020-02-09,1,1,137
2650125,Spacious Contemporary Home - Great Yard,13566215,Silke,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93252,-77.08725,Entire home/apt,400,4,14,2018-05-28,0.21,1,26
2657916,Nice cozy room next to the petworth Metro station,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93815,-77.02378,Private room,35,4,18,2020-01-19,0.28,25,216
2667112,Comfy Guestroom in NW DC,5166150,A.J.,,"Takoma, Brightwood, Manor Park",38.96551,-77.02974,Entire home/apt,40,4,4,2017-11-16,0.07,4,265
2685655,Beautiful Georgetown House w Patio,2564662,Ramon,,"Georgetown, Burleith/Hillandale",38.91512,-77.07023,Entire home/apt,350,4,39,2019-10-28,0.55,1,355
2687310,Centrally Located Airy 1 BR Condo w/Parking,11836210,Rebecca,,"Shaw, Logan Circle",38.90585,-77.01809,Entire home/apt,129,2,11,2015-04-26,0.17,1,0
2694647,Sundrenched 1BR Dupont Circle,1864688,Blü Properties,,"Dupont Circle, Connecticut Avenue/K Street",38.9134,-77.04258,Entire home/apt,75,1,254,2020-02-12,3.78,15,23
2700187,Spacious Georgetown Penthouse 2 br plus den,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90295,-77.05837,Entire home/apt,569,3,46,2020-01-04,0.74,17,291
2715548,Room with private bathroom NW DC,13896044,Mila,,"Friendship Heights, American University Park, Tenleytown",38.95286,-77.0918,Private room,68,1,81,2019-10-14,1.33,1,84
2735710,Two bedroom townhouse in Georgetown,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90343,-77.0597,Entire home/apt,350,2,38,2020-02-13,0.56,17,333
2739243,Beautiful 2 bdr in Adams Morgan,14016898,Christian,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92346,-77.03899,Entire home/apt,150,1,12,2019-06-28,0.17,1,0
2761388,"Dupont's Best 1 BR Apt - Park Here, Walk to Metro!",14123150,Richard And Mary,,"Dupont Circle, Connecticut Avenue/K Street",38.91412,-77.04137,Entire home/apt,134,1,307,2020-02-20,4.30,2,257
2776766,Sunny NW DC 2 Bedroom Apt,1541261,Jeff,,"Hawthorne, Barnaby Woods, Chevy Chase",38.95951,-77.07214,Entire home/apt,145,3,4,2015-05-25,0.06,1,0
2791050,"Capitol Hill elegant, charming room",14275599,Heather,,"Capitol Hill, Lincoln Park",38.88488,-76.98904,Private room,80,2,409,2020-02-13,5.83,9,232
2808417,"Upscale 1 BR (Dupont, U & 14th St.)",14363575,Julie,,"Dupont Circle, Connecticut Avenue/K Street",38.91816,-77.03717,Entire home/apt,150,45,86,2019-12-13,1.21,1,297
2818072,Private Bedroom #2 w/ Shared Bath,5121445,Rose,,"Friendship Heights, American University Park, Tenleytown",38.95932,-77.08389,Private room,75,1,100,2020-01-17,1.45,3,287
2833952,Sunny Garden Studio-on DC Red Line,14497401,Elisabeth,,"Friendship Heights, American University Park, Tenleytown",38.95703,-77.08989,Entire home/apt,80,1,511,2020-02-15,9.93,1,3
2847596,English basem 1BR near DC Cathedral,6865975,Michelle,,"Cathedral Heights, McLean Gardens, Glover Park",38.92918,-77.07699,Entire home/apt,125,2,0,,,1,0
2857483,Capitol Hill Corner Studio Apt.,14608390,Pamela,,"Capitol Hill, Lincoln Park",38.88685,-76.99825,Entire home/apt,105,3,32,2018-07-08,0.66,3,15
2862964,Georgetown Private Room/Suite,14633972,Edward Chip,,"Georgetown, Burleith/Hillandale",38.90764,-77.06247,Entire home/apt,90,3,16,2018-09-19,0.23,1,21
2864938,Spacious house in historic H St.,560205,Katy,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90401,-76.99045,Entire home/apt,99,2,14,2018-08-15,0.20,1,0
2874685,New studio/carriage house w/parking,14692970,P,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93061,-77.04384,Entire home/apt,99,4,37,2019-11-26,0.53,10,0
2875616,Quiet Private Apartment at NoMa metro+Free parking,14698422,Shad,,"Union Station, Stanton Park, Kingman Park",38.90495,-77.00131,Entire home/apt,119,2,292,2020-02-17,4.67,1,7
2886583,Townhouse Room near Metro & Capital/National Mall,375052,Ilana,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87389,-77.01013,Private room,56,2,34,2019-11-15,0.83,3,20
2897706,Affordable Luxury Master EnSuite Capitol Hill,13743641,Eric,,"Union Station, Stanton Park, Kingman Park",38.89259,-76.99799,Private room,99,1,185,2019-11-14,2.67,9,127
2926011,Private room with private bath!,6472382,Eric And Linda,,"Brightwood Park, Crestwood, Petworth",38.95939,-77.03786,Private room,60,2,15,2019-03-20,0.22,1,0
2932425,"Woodley Park, steps from Natnl Zoo",14973766,Juan & Rachel,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92973,-77.05506,Entire home/apt,120,3,2,2014-07-06,0.03,1,0
2939650,Large Private Room Near RIA Metro,9285851,Clinton,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92039,-77.00055,Private room,40,2,72,2017-07-06,1.53,2,0
2943239,HOUSE OF CARDS w/pool Capitol building views,7382068,Shu Shu,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92515,-77.00341,Private room,125,1,28,2018-11-04,0.42,1,90
2949648,Loft Living in Logan Circle/14th St,15057383,Prachi,,"Shaw, Logan Circle",38.91142,-77.03301,Entire home/apt,475,5,9,2015-04-28,0.13,1,88
2950354,Garden bedroom in Georgetown!,2935817,Kirby,,"Georgetown, Burleith/Hillandale",38.91388,-77.07504,Private room,60,21,7,2018-11-11,0.10,4,365
2964999,Dupont Circle Townhouse 1,5487930,Mark,,"Dupont Circle, Connecticut Avenue/K Street",38.91435,-77.04064,Private room,70,1,16,2019-10-29,0.27,19,358
2966455,2 bedroom townhouse in Georgetown,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90447,-77.05862,Entire home/apt,375,2,48,2019-10-29,0.69,17,322
2966759,One bedroom penthouse in Georgetown,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90519,-77.05801,Private room,300,2,11,2018-06-07,0.16,17,357
2969041,Private Apartment in a Historic Takoma House,1111051,Allison,,"Takoma, Brightwood, Manor Park",38.97181,-77.01694,Entire home/apt,80,1,24,2019-05-15,1.46,1,0
2974412,Mid-Century Modern Row House,94407,Matt,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91863,-77.00287,Entire home/apt,155,3,13,2016-08-23,0.21,1,0
2984386,2 BD Row House in Georgetown ,15218856,Brian,,"Georgetown, Burleith/Hillandale",38.91034,-77.06671,Entire home/apt,300,12,4,2016-05-23,0.07,1,0
2987397,Comfortable Queen Bed,15185851,Erica,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89168,-76.91338,Private room,55,1,2,2018-08-08,0.03,3,364
3011894,1BR Condo w/Loft in Adam's Morgan,5488431,Michell,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91989,-77.038,Entire home/apt,96,2,4,2017-11-13,0.06,1,13
3012092,Dupont Circle Unit 1,505796,Sunshine,,"Dupont Circle, Connecticut Avenue/K Street",38.91042,-77.03767,Entire home/apt,105,3,83,2019-12-15,1.20,2,287
3016490,Room in charming historical house!,8783442,Catherine,,"Capitol Hill, Lincoln Park",38.88322,-76.98912,Private room,85,1,55,2020-01-20,0.82,1,355
3021191,Beautiful house blends old and new,332287,Ariel,,"Brightwood Park, Crestwood, Petworth",38.94815,-77.0233,Entire home/apt,150,4,9,2016-09-05,0.13,1,0
3022207,5BR/2BA Restored home Capitol Hill,15401139,Jason,,"Capitol Hill, Lincoln Park",38.88501,-77.00167,Entire home/apt,275,2,12,2019-07-17,0.17,1,0
3026050,Bright Studio w/Metro/Bus Access,6653523,Erica,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93171,-77.03754,Entire home/apt,115,25,76,2018-10-21,1.15,1,0
3053021,Huge Historic 3-BR House 8/20-29/14,15543780,Niko,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93536,-77.04456,Entire home/apt,345,3,0,,,1,0
3090266,"Cozy Studio in DuPont Circle, DC",6390652,Holly,,"Dupont Circle, Connecticut Avenue/K Street",38.90855,-77.04033,Entire home/apt,175,3,17,2019-06-13,0.25,1,357
3092373,Lot of room in a crowded city,15727204,Nitant,,"West End, Foggy Bottom, GWU",38.89977,-77.05309,Private room,220,3,42,2018-03-26,0.60,1,0
3099304,Large Bedroom in Beautiful Rowhouse w/Parking,3177688,Anna,,"Brightwood Park, Crestwood, Petworth",38.94563,-77.01805,Entire home/apt,75,4,8,2017-12-24,0.12,2,0
3103276,Attractive 2 Twin Beds Near Capitol,14275599,Heather,,"Capitol Hill, Lincoln Park",38.88488,-76.98904,Private room,70,2,443,2020-02-09,6.34,9,231
3119991,"""Charming English Basement""",15744022,Khuyay,,"Brookland, Brentwood, Langdon",38.92143,-76.9872,Entire home/apt,98,4,44,2019-10-17,0.64,1,364
3121122,Beautiful Rowhouse in Petworth w/Parking,3177688,Anna,,"Brightwood Park, Crestwood, Petworth",38.94424,-77.01906,Entire home/apt,75,5,9,2018-03-29,0.14,2,0
3125138,Central 1BR: Walk to The Wharf & National Mall,10952517,Sara,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88196,-77.0204,Entire home/apt,139,2,153,2018-11-18,2.21,1,0
3136813,Location! Charming 1BR in hottest  part of DC,15059128,Richard,,"Shaw, Logan Circle",38.91164,-77.03027,Entire home/apt,144,3,117,2020-01-31,3.18,1,120
3147049,Modern Luxury 2bd 2ba Loft - metro,15976825,Chris & Nura,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92715,-77.03404,Entire home/apt,205,3,226,2020-01-11,3.30,2,0
3155265,Charming Carriage House w/ Deck - Apartment 2,95464,Syga,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91188,-77.01024,Entire home/apt,122,2,398,2020-01-20,6.16,4,296
3165924,Lovely bedroom in the District,1819324,Pauline,,"West End, Foggy Bottom, GWU",38.90164,-77.05154,Private room,85,2,9,2019-05-27,0.13,1,0
3172443,This Charming Flat on the Hill,16088708,Rod,,"Union Station, Stanton Park, Kingman Park",38.90121,-77.00048,Entire home/apt,145,1,174,2020-01-22,2.60,3,68
3173259,"Amazing Location, Renovated 1BR apt!",8386207,Jay,,"Shaw, Logan Circle",38.90975,-77.03224,Entire home/apt,139,1,217,2020-02-08,3.16,1,19
3175218,The Urban Sanctuary - Close to Everything!,5968774,Tracy & Curtis,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93345,-77.02832,Entire home/apt,133,1,187,2020-02-17,3.26,1,318
3181089,Family-Friendly 3 BR House in East Shaw / Truxton,16129722,Ilana,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9104,-77.01417,Entire home/apt,175,2,8,2019-10-13,0.38,1,0
3199232,Capitol Hill (featured Wash Post and Apt Therapy),16213289,Glenn,,"Union Station, Stanton Park, Kingman Park",38.8933,-76.99187,Entire home/apt,285,2,22,2019-08-10,0.33,1,0
3200775,Sunny in Columbia Heights,759890,Sarkis And Dash,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93547,-77.03112,Entire home/apt,190,1,5,2015-07-05,0.07,1,363
3201115,Comfy 1 br apt near H St & The Hill,14139251,S,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90395,-76.98952,Entire home/apt,96,2,272,2020-02-02,3.92,2,250
3206180,"Cozy, hip Petworth apt mins to metro & best of DC",16245062,Jonathan & Cynthia,,"Brightwood Park, Crestwood, Petworth",38.93887,-77.01972,Entire home/apt,99,2,31,2019-09-28,0.45,1,46
3230666,2 BD / 2.5 BA in Great Location,479297,Susan,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92402,-77.03943,Entire home/apt,199,2,90,2020-02-13,1.32,1,129
3236561,"Cozy Up at a Homey, Colorful Dupont Circle Retreat",14123150,Richard And Mary,,"Dupont Circle, Connecticut Avenue/K Street",38.91391,-77.04141,Entire home/apt,149,1,280,2020-02-15,4.92,2,266
3246480,Sunny 1-BR Apt in NW Wash DC (Aug.),16422363,David,,"Brightwood Park, Crestwood, Petworth",38.93835,-77.0259,Entire home/apt,78,7,1,2014-08-03,0.01,1,0
3247998,Spacious and Convenient in NW DC,4824094,Nick,,"Brightwood Park, Crestwood, Petworth",38.94956,-77.03182,Entire home/apt,700,2,8,2018-11-24,0.13,1,36
3250350,Furnished Room In Columbia Heights,3289399,Valerie,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93218,-77.02185,Private room,36,30,22,2019-08-26,0.33,1,263
